Keyword,Search Volume,Keyword Difficulty,Position,Traffic,topic,content_type,priority_score,competitor,archive
kitchen rules,720,21.0,66,0,cooking,Informational Post,18.58,insight,0
knife laws colorado,390,11.0,17,0,knife_laws,How-to Tutorial,18.57,noblie,0
japanese knife sharpener,390,11.0,16,0,knife_types,How-to Tutorial,18.57,koi,0
how to sharpen japanese knife,260,4.0,16,0,knife_types,How-to Tutorial,18.57,koi,0
best japanese kitchen knife brands,390,11.0,20,0,knife_types,List Post,18.57,zhangxiaoquan,0
440c vs d2,260,4.0,19,0,steel_types,Comparison,18.57,noblie,0
rockwell hardness,1300,46.0,89,0,other,Informational Post,18.57,noblie,0
viking seax blade,260,8.0,7,7,knife_types,Informational Post,18.55,noblie,0
knife laws virginia,390,17.0,8,7,knife_laws,Informational Post,18.55,noblie,0
are switchblades legal in north carolina,260,8.0,6,7,knife_laws,Comparison,18.55,noblie,0
3 cr 13,170,1.0,10,0,other,Informational Post,18.55,shieldon,0
minnesota knife laws,210,4.0,10,3,knife_laws,Informational Post,18.54,noblie,0
knife with wood handle,210,4.0,6,3,knife_types,Informational Post,18.54,koi,0
best japanese chef knives,880,28.0,54,0,cooking,List Post,18.53,noblie,0
best japanese chef knives,880,28.0,58,0,cooking,List Post,18.53,insight,0
how do i use a sharpening stone,880,28.0,66,0,maintenance,How-to Tutorial,18.53,insight,0
superb fairy,880,38.0,15,1,other,Informational Post,18.52,koi,0
are switchblades legal in michigan,480,17.0,12,4,knife_laws,Informational Post,18.49,noblie,0
monitor lizard australia,480,24.0,6,9,comparison,Comparison,18.47,koi,0
knife storage ideas,320,16.0,2,0,knife_types,Comparison,18.46,koi,0
crimson rosella bird,590,38.0,2,0,other,Informational Post,18.44,koi,0
trench knife mark 1,320,15.0,4,20,knife_types,Informational Post,18.43,noblie,0
utility knife blade types,170,4.0,2,1,knife_types,List Post,18.4,noblie,0
zdp 189 knife,210,4.0,7,2,knife_types,Informational Post,18.36,koi,0
hollow ground knife,390,7.0,34,0,knife_types,Informational Post,18.35,insight,0
what are lanyards,390,7.0,52,0,other,Informational Post,18.35,noblie,0
cold steel ad-10 edge angle,390,7.0,46,0,steel_types,Informational Post,18.35,noblie,0
knife sharpener with angle guide,390,7.0,32,0,knife_types,Ultimate Guide,18.35,noblie,0
chef knife german,390,7.0,62,0,knife_types,Informational Post,18.35,noblie,0
rockwell hardness hrc,590,29.0,8,1,other,Informational Post,18.34,koi,0
kitchen shears vs scissors,210,5.0,4,9,comparison,Comparison,18.31,zhangxiaoquan,0
sakai knife,320,4.0,31,0,knife_types,Informational Post,18.29,koi,0
how to sharpen serrated knife,480,11.0,50,0,knife_types,How-to Tutorial,18.29,noblie,0
best budget pocket knife,480,11.0,58,0,knife_types,List Post,18.29,noblie,0
knife carbon steel vs stainless,320,11.0,10,0,steel_types,Comparison,18.29,koi,0
ryusen knives,320,4.0,23,0,other,Informational Post,18.29,koi,0
difference between a hatchet and an axe,320,4.0,35,0,comparison,Comparison,18.29,shieldon,0
difference between an axe and a hatchet,320,4.0,37,0,comparison,Comparison,18.29,shieldon,0
knife in movies,320,4.0,89,0,knife_types,Informational Post,18.29,shieldon,0
mini knives,320,11.0,6,0,other,Informational Post,18.29,noblie,0
are brass knuckles illegal in north carolina,480,11.0,72,0,knife_laws,Comparison,18.29,noblie,0
shortsword types,320,4.0,56,0,knife_types,Comparison,18.29,noblie,0
what a knife does to meat and vegetables,320,4.0,56,0,knife_types,How-to Tutorial,18.29,insight,0
what is a blue steel,480,11.0,27,0,steel_types,Informational Post,18.29,zhangxiaoquan,0
what is a edc knife,320,4.0,81,0,knife_types,Informational Post,18.29,shieldon,0
what is a blue steel,480,11.0,63,0,steel_types,Informational Post,18.29,koi,0
are butterfly knives illegal in florida,480,11.0,28,0,knife_laws,Comparison,18.29,shieldon,0
texas laws on knives,480,11.0,58,0,knife_laws,Informational Post,18.29,shieldon,0
pictures of daggers,390,20.0,4,17,knife_types,Informational Post,18.25,noblie,0
betrayal symbol,390,24.0,1,6,other,Informational Post,18.24,koi,0
pocket nifes,880,48.0,7,0,outdoor,Informational Post,18.21,koi,0
blue damascus steel,170,4.0,1,0,steel_types,Informational Post,18.21,zhangxiaoquan,0
sharpest butcher knife,320,19.0,2,10,knife_types,Informational Post,18.21,noblie,0
boots with knives,170,5.0,1,7,other,Informational Post,18.19,noblie,0
n690co steel is it good,210,4.0,6,1,steel_types,Informational Post,18.18,noblie,0
420hc stainless steel,210,4.0,9,1,steel_types,Informational Post,18.18,noblie,0
mass knife laws,390,16.0,9,1,knife_laws,Informational Post,18.18,shieldon,0
how to use a honing steel,1000,34.0,29,0,steel_types,How-to Tutorial,18.18,noblie,0
nikiri knife,590,16.0,34,0,knife_types,Informational Post,18.15,koi,0
rusty knife,590,16.0,64,0,knife_types,Informational Post,18.15,insight,0
angle for kitchen knives,210,9.0,1,9,comparison,Comparison,18.07,noblie,0
what is a chef's knife,390,25.0,1,8,knife_types,Informational Post,18.05,koi,0
shime,880,29.0,63,0,other,Informational Post,18.05,koi,0
oregon knife laws,390,18.0,9,8,knife_laws,Comparison,18.05,noblie,0
rockwell c,390,25.0,1,8,other,Informational Post,18.05,koi,0
small kitchen knife,880,29.0,42,0,knife_types,Informational Post,18.05,insight,0
kinds of knives,390,28.0,1,17,other,Informational Post,18.01,noblie,0
bunka knives,390,16.0,7,0,other,Informational Post,18.0,koi,0
how to sharpen kitchen knife with rod,720,22.0,50,0,knife_types,How-to Tutorial,18.0,insight,0
how to shut a pocket knife,720,22.0,25,0,knife_types,How-to Tutorial,18.0,noblie,0
how to make a paracord keychain,720,22.0,29,0,comparison,How-to Tutorial,18.0,noblie,0
how to sharpen knives with a rod,720,22.0,57,0,maintenance,How-to Tutorial,18.0,insight,0
are karambits legal in california,210,5.0,5,7,knife_laws,Comparison,17.98,noblie,0
petty knife vs paring knife,140,3.0,2,11,knife_types,Comparison,17.93,koi,0
knife laws in colorado,390,12.0,11,1,knife_laws,How-to Tutorial,17.9,noblie,0
knife laws washington state,390,12.0,12,1,knife_laws,Informational Post,17.9,shieldon,0
knife blade steel chart,260,14.0,1,10,steel_types,Informational Post,17.88,noblie,0
nyc laws on knives,590,23.0,15,0,knife_laws,Informational Post,17.88,noblie,0
world war 2 trench knife,260,14.0,1,10,knife_types,Comparison,17.88,noblie,0
sg2 vs vg10,140,2.0,2,2,steel_types,Comparison,17.85,noblie,0
massachusetts knife carry laws,390,17.0,9,3,knife_laws,Informational Post,17.85,shieldon,0
ceramic scalpel,170,5.0,1,5,other,Informational Post,17.85,noblie,0
hawaii knife laws,170,2.0,6,5,knife_laws,Informational Post,17.85,noblie,0
are switchblades illegal in tennessee,320,12.0,9,2,knife_laws,Informational Post,17.8,noblie,0
list of acts in a circus,320,17.0,1,0,other,List Post,17.78,noblie,0
s30v vs magnacut,320,8.0,17,0,steel_types,Comparison,17.78,noblie,0
kukri blade,480,17.0,19,0,knife_types,Informational Post,17.78,noblie,0
high carbon stainless steel,390,12.0,14,0,steel_types,Informational Post,17.73,koi,0
crystallized titanium,140,4.0,1,18,other,Informational Post,17.7,noblie,0
knife sharpening angle chart pdf,140,4.0,1,18,knife_types,How-to Tutorial,17.7,noblie,0
sharpen knife angle,140,2.0,1,1,knife_types,How-to Tutorial,17.68,noblie,0
knife laws michigan,390,17.0,10,2,knife_laws,Informational Post,17.68,noblie,0
scramasax,210,8.0,1,1,other,Informational Post,17.67,noblie,0
stainless steel 3cr13,110,0.0,3,7,steel_types,Informational Post,17.66,zhangxiaoquan,0
how to sharpen a blade with a whetstone,260,13.0,1,4,knife_types,How-to Tutorial,17.63,koi,0
hrc hardness chart,320,21.0,1,13,other,Informational Post,17.5,noblie,0
nitro v vs magnacut,140,2.0,1,0,comparison,Comparison,17.5,noblie,0
are switchblades illegal in wisconsin,210,2.0,18,0,knife_laws,Informational Post,17.5,noblie,0
damascus knifes,590,17.0,27,0,steel_types,Informational Post,17.48,noblie,0
what is a boning knife used for,590,17.0,58,0,knife_types,Comparison,17.48,noblie,0
tang on a knife,590,17.0,89,0,knife_types,Informational Post,17.48,shieldon,0
dagger damascus,140,0.0,7,4,steel_types,Informational Post,17.47,noblie,0
takayuki,480,12.0,36,0,other,Informational Post,17.45,koi,0
are brass knuckles legal in indiana,480,12.0,48,0,knife_laws,Informational Post,17.45,noblie,0
kukiri knife,480,12.0,29,0,knife_types,Informational Post,17.45,noblie,0
how to throw a dagger,320,12.0,5,0,knife_types,How-to Tutorial,17.45,noblie,0
washington state knife laws,480,12.0,52,0,knife_laws,Informational Post,17.45,shieldon,0
german knife set,480,12.0,32,0,knife_types,Informational Post,17.45,insight,0
serrated blades,480,12.0,77,0,knife_types,Informational Post,17.45,noblie,0
shaped knife,390,29.0,1,16,knife_types,Informational Post,17.4,noblie,0
rockwell hardness chart,390,29.0,1,16,other,Informational Post,17.4,noblie,0
good kitchen knives,1000,36.0,56,0,cooking,Informational Post,17.39,insight,0
swiss army knife identification chart,210,13.0,1,27,knife_types,Informational Post,17.39,noblie,0
cpm d2 steel,170,5.0,1,2,steel_types,Informational Post,17.34,koi,0
demascus steel,1300,50.0,68,0,steel_types,Informational Post,17.33,noblie,0
sharpening rod for serrated knives,390,8.0,51,0,maintenance,How-to Tutorial,17.33,noblie,0
5cr15mov,390,8.0,42,0,other,Informational Post,17.33,shieldon,0
sakai knives,390,17.0,6,0,other,Informational Post,17.33,zhangxiaoquan,0
where are butterfly knives legal,260,2.0,45,0,knife_laws,Informational Post,17.33,noblie,0
knife polishing,390,8.0,32,0,knife_types,Informational Post,17.33,insight,0
japanese slicing knife,260,2.0,35,0,knife_types,Informational Post,17.33,koi,0
where are butterfly knives legal,260,2.0,38,0,knife_laws,Informational Post,17.33,shieldon,0
paracord keychain instructions pdf,260,2.0,53,0,comparison,Comparison,17.33,noblie,0
knife angle sharpening guide,260,8.0,7,0,knife_types,Ultimate Guide,17.33,noblie,0
are balisongs legal in california,390,8.0,53,0,knife_laws,Comparison,17.33,noblie,0
sheepsfoot,260,2.0,82,0,other,Informational Post,17.33,shieldon,0
80crv2 damascus vs damascus,260,2.0,37,0,steel_types,Comparison,17.33,noblie,0
forging copper,260,2.0,32,0,comparison,Comparison,17.33,noblie,0
are brass knuckles legal in oklahoma,260,2.0,68,0,knife_laws,Informational Post,17.33,shieldon,0
custom leather knife scabbards,260,2.0,77,0,knife_types,Informational Post,17.33,noblie,0
knife laws in ca,390,8.0,21,0,knife_laws,Informational Post,17.33,noblie,0
knife carbon vs stainless steel,260,5.0,15,0,steel_types,Comparison,17.33,koi,0
fm78,260,9.0,4,5,other,Informational Post,17.24,noblie,0
what is a cleaver,390,24.0,1,0,knife_types,Informational Post,17.21,koi,0
knives history,170,2.0,9,1,comparison,Comparison,17.17,koi,0
1918 knife,210,6.0,4,9,knife_types,Informational Post,17.17,noblie,0
how do you make swords,880,31.0,35,0,knife_types,How-to Tutorial,17.17,noblie,0
sujihiki vs yanagiba,170,2.0,6,1,comparison,Comparison,17.17,koi,0
knife grinds,260,15.0,1,10,knife_types,Informational Post,17.16,noblie,0
the world's most expensive knife,110,0.0,3,4,knife_types,Comparison,17.16,noblie,0
what is vg10 steel,110,0.0,1,4,steel_types,Informational Post,17.16,noblie,0
eastern rosella bird,480,32.0,1,0,other,Informational Post,17.14,koi,0
are butterfly knives legal in washington,140,0.0,6,2,knife_laws,Informational Post,17.14,shieldon,0
d2 metal,480,18.0,11,0,steel_types,Informational Post,17.14,noblie,0
what angle to sharpen a knife,260,13.0,2,1,knife_types,How-to Tutorial,17.13,noblie,0
medieval knives,390,13.0,14,1,historical,Informational Post,17.13,noblie,0
war dagger stamped us,320,5.0,34,0,knife_types,Informational Post,17.07,noblie,0
scrimshaw knife,320,5.0,24,0,knife_types,Informational Post,17.07,noblie,0
what knives are illegal in california,320,5.0,58,0,knife_laws,Comparison,17.07,shieldon,0
how to clean a rusty knife,320,5.0,69,0,knife_types,How-to Tutorial,17.07,noblie,0
what is the best knife steel,320,5.0,47,0,steel_types,List Post,17.07,noblie,0
knife with wooden handle,320,5.0,80,0,knife_types,Informational Post,17.07,noblie,0
what knives are illegal in california,320,5.0,45,0,knife_laws,Comparison,17.07,noblie,0
how to clean a rusty knife,320,5.0,85,0,knife_types,How-to Tutorial,17.07,insight,0
place setting with steak knife,170,6.0,1,7,knife_types,Informational Post,17.05,koi,0
north carolina knife carry laws,320,13.0,9,2,knife_laws,Comparison,17.03,noblie,0
best professional knife sharpener,1000,37.0,40,0,knife_types,How-to Tutorial,17.02,insight,0
sulfur crested,1000,37.0,50,0,other,Informational Post,17.02,koi,0
powder steel,170,0.0,15,0,steel_types,Informational Post,17.0,noblie,0
mi knife laws,390,20.0,6,9,knife_laws,Informational Post,17.0,noblie,0
seki city japan knives,110,0.0,1,3,other,Informational Post,17.0,koi,0
pilot knife,170,5.0,1,0,knife_types,Informational Post,17.0,noblie,0
renaissance dagger,170,5.0,3,0,knife_types,Informational Post,17.0,noblie,0
1.4116 german steel,110,0.0,1,3,steel_types,Informational Post,17.0,koi,0
heat treating knives,170,0.0,12,0,other,Informational Post,17.0,noblie,0
what is cleaver knife used for,170,0.0,17,0,knife_types,Comparison,17.0,koi,0
snake knife,170,5.0,3,0,knife_types,Informational Post,17.0,koi,0
best pocket knife steel,170,2.0,9,0,steel_types,List Post,17.0,koi,0
ulu knofe,170,0.0,19,0,other,Informational Post,17.0,noblie,0
nyc legal knife,170,0.0,20,0,knife_laws,Informational Post,17.0,noblie,0
knife sharpness scale,210,5.0,4,1,knife_types,Informational Post,16.97,noblie,0
magnacut vs m390,210,5.0,8,1,steel_types,Comparison,16.97,noblie,0
otf knife meaning,210,5.0,9,1,knife_types,Informational Post,16.97,noblie,0
bigger knife,140,3.0,1,5,knife_types,Informational Post,16.96,noblie,0
rosella eastern,720,24.0,40,0,other,Informational Post,16.94,koi,0
pen knives,480,24.0,5,0,other,Informational Post,16.94,koi,0
australian anteater,480,24.0,6,0,other,Informational Post,16.94,koi,0
how do you make a paper knife,480,33.0,3,1,knife_types,How-to Tutorial,16.91,noblie,0
how sharp is a razor blade,210,9.0,1,2,knife_types,Comparison,16.91,noblie,0
what are the types of knives considered weapons,260,9.0,8,3,other,List Post,16.91,noblie,0
what is a knife tang,260,14.0,1,4,knife_types,Informational Post,16.9,koi,0
g10 handle knives,170,6.0,1,6,other,Informational Post,16.89,koi,0
大马士革钢,590,18.0,40,0,other,Informational Post,16.86,insight,0
texas law knives,590,18.0,31,0,knife_laws,Informational Post,16.86,shieldon,0
best butterfly knife,590,18.0,70,0,knife_types,List Post,16.86,noblie,0
top rated japanese chef knives,590,18.0,56,0,cooking,List Post,16.86,noblie,0
japanese chef knife brands,590,18.0,39,0,knife_types,Informational Post,16.86,noblie,0
knoves,1000,79.0,3,0,other,Informational Post,16.85,koi,0
s90v vs m390,260,15.0,2,8,steel_types,Comparison,16.85,noblie,0
are switchblades legal in georgia,320,16.0,4,14,knife_laws,Comparison,16.84,noblie,0
are butterfly knives illegal in ohio,320,9.0,20,0,knife_laws,Informational Post,16.84,noblie,0
how to whetstone sharpen a knife,140,0.0,5,0,knife_types,How-to Tutorial,16.8,koi,0
karambit knife lipat,140,0.0,4,0,knife_types,Informational Post,16.8,noblie,0
drop point vs clip point,210,0.0,27,0,comparison,Comparison,16.8,shieldon,0
aus 8a steel,140,3.0,1,4,steel_types,Informational Post,16.8,noblie,0
utility knife vs paring knife,210,0.0,47,0,knife_types,Comparison,16.8,insight,0
are gravity knives legal in california,210,0.0,95,0,knife_laws,Comparison,16.8,shieldon,0
knife gift,140,0.0,8,0,knife_types,Informational Post,16.8,noblie,0
best brands of kitchen knives,210,0.0,81,0,cooking,List Post,16.8,insight,0
authentic sperm whale tooth,210,0.0,54,0,other,Informational Post,16.8,noblie,0
utility knife vs paring knife,210,0.0,51,0,knife_types,Comparison,16.8,koi,0
are gravity knives legal in california,210,0.0,53,0,knife_laws,Comparison,16.8,noblie,0
m390 vs s90v,140,3.0,3,4,steel_types,Comparison,16.8,shieldon,0
best steel for knife making,210,0.0,29,0,steel_types,Comparison,16.8,noblie,0
d2 vs 440c,210,0.0,37,0,steel_types,Comparison,16.8,koi,0
are butterfly knives illegal in georgia,210,0.0,68,0,knife_laws,Comparison,16.8,shieldon,0
co2 knives,140,0.0,6,0,other,Informational Post,16.8,koi,0
vg 10,210,0.0,22,0,other,Informational Post,16.8,zhangxiaoquan,0
hado knives,210,0.0,39,0,other,How-to Tutorial,16.8,koi,0
154cm vs s30v,210,5.0,9,0,steel_types,Comparison,16.8,noblie,0
m390 steel blade,140,0.0,6,0,steel_types,Informational Post,16.8,noblie,0
messer großhändler,210,0.0,30,0,other,Informational Post,16.8,shieldon,0
best hunting knife brands,210,0.0,26,0,knife_types,List Post,16.8,noblie,0
d2 vs 440c,210,0.0,25,0,steel_types,Comparison,16.8,noblie,0
are butterfly knives illegal in washington,210,0.0,75,0,knife_laws,Informational Post,16.8,noblie,0
california laws on knives,210,0.0,41,0,knife_laws,Comparison,16.8,shieldon,0
best japanese knife,880,32.0,49,0,knife_types,List Post,16.76,noblie,0
glock fm78,170,6.0,3,5,other,Informational Post,16.73,noblie,0
shark knife co2,390,25.0,2,0,knife_types,Informational Post,16.71,koi,0
knife in blood,390,25.0,1,0,knife_types,Informational Post,16.71,koi,0
best folding knife sharpener,480,13.0,65,0,knife_types,How-to Tutorial,16.7,insight,0
how to throw away knives,480,13.0,60,0,other,How-to Tutorial,16.7,shieldon,0
reverse tanto knife,480,13.0,43,0,knife_types,Informational Post,16.7,shieldon,0
traditional korean weapons,480,13.0,53,0,comparison,Comparison,16.7,shieldon,0
how to throw away knives,480,13.0,63,0,other,How-to Tutorial,16.7,insight,0
how to generate fire,1000,38.0,93,0,other,How-to Tutorial,16.67,shieldon,0
styles of knife blades,210,14.0,1,27,knife_types,Informational Post,16.67,noblie,0
best knives for cooking,1000,38.0,83,0,comparison,Comparison,16.67,insight,0
antique ulu knife,110,0.0,2,1,knife_types,Informational Post,16.66,noblie,0
holding a knife,390,28.0,1,8,knife_types,Informational Post,16.63,koi,0
knife laws in pa,390,19.0,6,3,knife_laws,Informational Post,16.62,noblie,0
hack knife,210,9.0,1,0,knife_types,Informational Post,16.58,koi,0
